notif_id,all,interacted,interaction_rate,category
416422,5172,373,0.07211910286156226,3
416427,30028,1518,0.050552817370454244,0
416428,25664,2234,0.08704800498753117,3
416430,10099,707,0.0700069313793445,3
416441,6242,590,0.09452098686318487,3
416446,5708,788,0.13805185704274703,5
416454,2926,163,0.05570745044429255,5
416458,6329,516,0.08152946753041555,3
416459,4065,152,0.03739237392373924,3
416467,14891,1339,0.08992008595796118,3
416472,3312,112,0.033816425120772944,3
416484,6054,810,0.1337958374628345,3
416487,7246,514,0.0709356886558101,3
416532,7250,513,0.07075862068965517,3
416533,3694,105,0.0284244721169464,3
416612,7434,411,0.055286521388216305,0
416649,30752,1729,0.05622398543184183,5
416657,12734,1030,0.08088581749646616,7
416666,7632,294,0.03852201257861635,7
416670,62862,2116,0.033661035283637175,7
416692,36915,1530,0.04144656643640796,7
416695,3058,195,0.06376716808371484,2
416708,4181,151,0.036115761779478596,7
416717,36840,1701,0.04617263843648208,7
416736,10016,378,0.03773961661341853,7
416737,85579,4268,0.04987204804917094,7
416744,5643,363,0.06432748538011696,7
416746,6828,299,0.043790275336848275,7
416753,4720,237,0.05021186440677966,7
416814,8220,350,0.04257907542579075,7
416822,9997,897,0.08972691807542263,2
416833,6957,337,0.04844041972114417,7
416876,5216,247,0.047354294478527605,7
416893,18275,1394,0.07627906976744186,7
416962,22440,1049,0.04674688057040998,3
416970,16576,941,0.056768822393822395,3
416983,35942,3064,0.08524845584552891,2
417059,22540,1623,0.0720053238686779,7
417156,6991,173,0.024746102131311686,2
417199,23387,1144,0.048916064480266815,3
417200,36642,2128,0.05807543256372469,2
417203,20143,1193,0.05922653030829569,2
417242,9577,501,0.05231283282865198,3
417245,4728,240,0.050761421319796954,3
417247,53310,1976,0.037066216469705496,2
417248,7176,379,0.052814938684503904,3
417251,141467,4428,0.03130058600238925,2
417257,5381,374,0.06950380970079911,3
417258,11277,933,0.08273476988560788,3
417260,69707,3485,0.04999497898345934,2
417261,34621,940,0.027151151035498686,2
417265,9151,336,0.036717298655884606,7
417266,8012,363,0.04530703944083874,7
417289,14737,614,0.041663839316007326,3
417297,9998,389,0.03890778155631126,7
417335,22293,1085,0.048669986094289686,7
417353,9923,654,0.06590748765494306,3
417383,9576,525,0.05482456140350877,7
417389,9579,445,0.04645578870445767,7
417412,6035,306,0.05070422535211268,7
417419,8442,315,0.03731343283582089,0
417435,24913,1144,0.04591980090715691,0
417446,8866,365,0.04116850891044439,7
417494,25514,1545,0.060554989417574666,2
417499,5770,231,0.040034662045060655,7
417518,2767,100,0.03614022406938923,0
417567,21138,2939,0.13903869807928848,0
417573,4050,149,0.03679012345679012,7
417598,10913,421,0.038577842939613305,0
417619,11168,725,0.0649176217765043,3
417635,8988,580,0.06453048509123276,0
417660,14140,979,0.06923620933521923,2
417718,19736,695,0.03521483583299554,7
417722,8542,303,0.03547178646686958,0
417746,17188,1450,0.0843611822201536,2
417765,5457,193,0.035367417995235476,0
417831,7848,252,0.03211009174311927,0
417850,20170,985,0.048834903321764996,7
418010,63262,1741,0.027520470424583478,0
418025,13560,577,0.042551622418879054,5
418028,8115,236,0.029081947011706716,7
418053,80145,3013,0.03759436022209745,7
418054,38870,1368,0.03519423720092616,0
418065,22482,1233,0.05484387510008006,2
418086,42365,3827,0.09033400212439514,7
418095,11408,412,0.03611500701262272,7
418115,7464,978,0.1310289389067524,0
418148,84294,3559,0.0422212731629772,7
418157,8800,301,0.03420454545454545,7
418191,5555,183,0.032943294329432944,7
418289,63596,2082,0.032737908044531104,7
418330,39690,1366,0.034416729654824896,7
418533,10724,3300,0.30772099962700483,0
418665,41349,3110,0.07521342716873443,0
418769,27228,3569,0.13107830174820037,0
418859,2545,232,0.09115913555992142,0
418895,7412,558,0.07528332433890987,0
419347,49860,2411,0.04835539510629763,5
419768,20168,634,0.031435938119793734,5
419860,13645,491,0.03598387687797728,7
419953,9856,544,0.05519480519480519,5
420060,11282,661,0.05858890267683035,5
420164,12401,722,0.05822111120070962,5
420168,18276,1509,0.08256730137885752,7
420171,4791,343,0.07159256940096013,5
420173,13465,795,0.05904196063869291,7
420237,42554,2144,0.05038304272218828,5
420238,9740,405,0.04158110882956879,5
420285,8031,472,0.05877225750217906,5
420287,9697,493,0.050840466123543364,0
420288,43176,2494,0.05776357235501205,0
420324,19796,773,0.039048292584360475,5
420343,14993,610,0.040685653304875606,5
420386,51029,2056,0.04029081502674949,7
420397,8279,357,0.043121149897330596,2
420402,86337,3509,0.04064306149159688,5
420406,5521,243,0.044013765622169895,5
420416,22697,1004,0.044234920914658325,5
420417,18147,766,0.042210833746624786,7
420460,13927,560,0.04020966468011776,7
420485,17021,1352,0.07943129075847483,7
420498,5719,245,0.042839657282741736,5
420511,25915,1246,0.04808026239629558,7
420519,16492,842,0.05105505699733204,5
420575,32192,970,0.030131709741550695,7
420584,24014,1094,0.04555675855750812,7
420585,21633,1422,0.06573290805713493,7
420594,6167,396,0.06421274525701313,7
420605,11449,820,0.07162197571840336,7
420621,64745,2423,0.03742373928488686,7
420634,7341,261,0.03555373927257867,7
420641,7999,402,0.05025628203525441,7
420658,19915,998,0.05011298016570424,7
420660,94346,4237,0.0449091641405041,5
420678,6147,262,0.04262241743940133,5
420707,72179,3296,0.045664251375053685,5
420708,8577,347,0.04045703625976449,5
420711,10454,888,0.08494356227281423,7
420722,7589,589,0.0776123336407959,7
420727,39328,1464,0.03722538649308381,7
420755,35950,810,0.022531293463143254,7
420761,9994,1008,0.10086051630978587,7
420762,149322,3861,0.025856873066259493,7
420770,73514,3181,0.04327066953233398,7
420771,6614,293,0.04429996976111279,7
420772,56327,1768,0.031388144229232876,7
420776,39476,1410,0.035717904549599756,5
420778,12444,427,0.03431372549019608,0
420782,7303,265,0.0362864576201561,0
420785,8327,349,0.041911853008286294,7
420790,11873,456,0.03840646845784553,0
420791,5372,404,0.07520476545048399,7
420799,63523,2047,0.03222454858870016,5
420825,9359,342,0.03654236563735442,7
420827,8114,314,0.03869854572344097,7
420863,103882,4787,0.046081130513467204,5
420879,7652,535,0.069916361735494,5
420891,9309,329,0.0353421420131056,5
420895,24349,1445,0.059345352991909316,5
420899,8056,263,0.03264647467725919,5
420955,19081,1162,0.06089827577171008,7
420979,12586,541,0.04298426823454632,7
421007,4380,189,0.04315068493150685,0
421060,4291,142,0.03309251922628758,0
421076,33294,1778,0.053403015558358864,5
421079,9889,479,0.04843765800384266,0
421081,13790,1158,0.0839738941261784,7
421208,6898,527,0.07639895621919397,7
421221,6632,798,0.12032569360675513,7
421222,7487,223,0.02978496059837051,5
421248,3471,161,0.046384327283203686,2
421257,5782,215,0.03718436527153234,5
421258,11122,393,0.03533537133609063,5
421283,10742,492,0.04580152671755725,5
421333,15963,553,0.034642611038025434,5
421334,22005,790,0.03590093160645308,0
421387,34918,1843,0.05278080073314623,5
421413,46182,2320,0.050236022692824046,5
421428,9797,496,0.050627743186689805,5
421540,36263,1749,0.04823097923503295,2
421547,31539,2213,0.07016709470813913,2
421548,22935,1316,0.057379550904730764,7
421573,7517,388,0.051616336304376745,5
421584,15313,718,0.04688826487298374,2
421654,13164,1308,0.09936189608021878,7
421682,5720,256,0.044755244755244755,7
421689,7604,457,0.060099947396107314,7
421709,25726,1395,0.054225297364533936,0
421733,113347,12331,0.10878982240376896,7
421743,22231,809,0.03639062570284737,7
421770,25029,958,0.03827560030364777,5
421817,144598,3857,0.026673951230307472,7
421829,34595,860,0.024859083682613095,7
421841,71860,3378,0.0470080712496521,7
421857,55263,1695,0.030671516204332012,7
421887,32457,2601,0.08013679637674462,7
421924,5998,321,0.05351783927975992,5
421926,5630,742,0.13179396092362344,0
422044,5462,217,0.039729036982790185,7
422050,21680,4617,0.2129612546125461,0
422157,10599,405,0.038211151995471274,7
422165,6839,177,0.025880976750986988,7
422196,14125,1212,0.08580530973451328,7
422200,8171,614,0.07514380124831722,7
422215,16387,1657,0.1011167388783792,7
422227,50569,2568,0.05078209970535308,7
422253,17823,978,0.054872917017337146,7
422269,18540,1337,0.0721143473570658,7
422271,13787,812,0.05889606150721694,7
422319,19545,1333,0.06820158608339728,7
422358,14621,981,0.06709527392107242,7
422372,5872,179,0.030483651226158037,5
422385,5305,174,0.03279924599434496,7
422396,42861,3636,0.08483236508714216,2
422414,10095,771,0.07637444279346212,2
422431,5485,352,0.0641750227894257,2
422445,85838,3203,0.03731447610615345,7
422448,5879,257,0.043714917502976694,7
422449,7700,206,0.026753246753246755,7
422465,3751,228,0.06078379098906958,7
422501,31884,1261,0.03954961736294066,7
422511,7156,357,0.049888205701509224,7
422513,25193,908,0.036041757631088,0
422515,10604,351,0.033100716710675215,7
422536,25357,1730,0.06822573648302244,7
422538,23701,997,0.042065735622969495,7
422551,3711,160,0.04311506332524926,7
422561,8321,415,0.04987381324360053,7
422590,9634,569,0.05906165663275898,7
422599,6538,343,0.05246252676659529,7
422605,22695,999,0.04401850627891606,7
422617,49452,3081,0.062302839116719244,2
422638,31333,2409,0.07688379663613443,2
422692,70672,3509,0.04965191306316504,0
422699,148371,6190,0.04171974307647721,0
422700,7976,235,0.029463390170511534,7
422708,8162,599,0.07338887527566773,5
422738,7492,554,0.07394554191137213,7
422742,13927,868,0.062324980254182524,5
422752,90040,5084,0.056463793869391384,0
422760,14092,817,0.057976156684643766,7
422764,5774,353,0.06113612746795982,7
422765,8415,217,0.02578728461081402,5
422780,7522,535,0.07112470087742621,7
422799,5450,150,0.027522935779816515,5
422815,3620,342,0.09447513812154697,7
422827,11042,355,0.03214997283100888,5
422848,46014,2897,0.06295909940452905,7
422882,8012,218,0.027209186220668997,5
422904,13885,805,0.05797623334533669,7
422913,13994,1241,0.08868086322709733,7
422920,5799,251,0.043283324711157097,7
422921,13760,744,0.05406976744186046,7
422923,11949,742,0.062097246631517285,7
422938,9055,501,0.05532854776366648,7
422939,7768,470,0.060504634397528324,7
422953,33410,1628,0.04872792577072733,2
422977,25533,1105,0.04327732738025301,7
423004,10158,445,0.04380783618822603,7
423068,47533,2716,0.05713925062588097,7
423089,5670,405,0.07142857142857142,0
423090,22491,1779,0.0790983059890623,2
423122,6581,306,0.04649749278225194,7
423205,52239,2941,0.05629893374681751,0
423236,5582,343,0.06144750985309925,2
423240,16494,857,0.05195828786225294,7
423259,3407,321,0.09421778690930438,1
423280,7928,524,0.06609485368314834,7
423283,31033,1744,0.05619824058260561,7
423289,5087,311,0.06113622960487517,7
423293,19397,1937,0.09986080321699232,7
423302,9206,441,0.04790354116880295,0
423306,13196,874,0.06623219157320401,7
423310,13880,1122,0.080835734870317,2
423314,9414,617,0.06554068408752921,2
423322,6523,229,0.03510654606776023,2
423324,43510,3508,0.08062514364513905,2
423343,37705,1988,0.052725102771515715,2
423380,6612,185,0.0279794313369631,0
423417,146641,4253,0.029002802763210836,7
423422,62149,2398,0.03858469162818388,2
423431,35645,932,0.02614672464581288,7
423455,71483,3801,0.05317348180686317,7
423464,9411,401,0.04260971203910318,7
423496,7858,862,0.10969712395011454,2
423508,5881,269,0.045740520319673524,7
423577,55136,2035,0.03690873476494486,7
423581,62227,1746,0.028058559789159047,7
423608,13691,1261,0.09210430209626762,7
423630,38179,1252,0.03279289661855994,7
423633,18725,1136,0.060667556742323096,2
423647,10707,697,0.0650975997011301,2
423695,13782,590,0.04280946161660137,7
423716,51057,1939,0.037977162778855,7
423728,30803,1710,0.05551407330454826,2
423737,10665,652,0.06113455227379278,7
423757,8700,344,0.03954022988505747,7
423760,7406,249,0.03362138806373211,7
423787,10296,395,0.03836441336441337,7
423839,10131,499,0.04925476260981147,7
423863,14159,543,0.038350165972173174,7
423881,16913,1211,0.07160172648258736,7
423918,32907,1091,0.0331540401738232,7
423919,13392,863,0.06444145758661887,2
423920,30670,2070,0.06749266384088685,7
423932,7412,260,0.03507825148407987,7
423955,19571,705,0.03602268662817434,7
423961,18079,721,0.03988052436528569,7
423967,22028,1132,0.051389141093154164,0
424005,12813,857,0.06688519472410832,5
424042,5700,175,0.03070175438596491,7
424073,11141,1081,0.0970289920114891,7
424102,7163,672,0.0938154404579087,7
424151,20416,765,0.03747061128526646,5
424178,5298,382,0.07210268025670064,7
424198,13942,819,0.058743365370821976,0
424205,9317,488,0.052377374691424276,0
424266,8963,827,0.0922682137677117,7
424271,13414,566,0.042194721932309526,0
424279,5584,202,0.03617478510028653,2
424310,4719,335,0.0709896164441619,0
424347,18182,613,0.03371466285337146,5
424353,23385,1691,0.07231131066923241,5
424358,13630,676,0.0495964783565664,0
424360,6282,257,0.040910538045208535,7
424361,48661,2457,0.05049218059637081,5
424372,9791,383,0.03911755694004698,0
424378,10301,599,0.05814969420444617,5
424384,7821,454,0.05804884285896944,2
424388,44953,2297,0.051097813271639266,5
424392,7775,231,0.029710610932475883,5
424456,5094,139,0.02728700431880644,5
424461,29773,1270,0.042656097806737646,5
424476,19092,1140,0.059710873664362035,7
424477,7977,372,0.046634072959759305,7
424511,14350,888,0.0618815331010453,7
424516,72235,3026,0.04189105004499204,7
424531,10142,297,0.02928416485900217,5
424561,27416,8565,0.3124088123723373,0
424566,7428,206,0.02773290253096392,5
424592,7553,286,0.0378657487091222,5
424602,8067,1078,0.13363084170075618,7
424609,19333,789,0.04081104846635287,5
424668,4016,155,0.03859561752988048,0
424743,36085,1230,0.034086185395593736,5
424771,5731,457,0.07974175536555575,2
424778,82311,5517,0.06702627838320516,2
424789,16547,1174,0.0709494168127153,2
424797,60701,1717,0.028286189683860232,5
424807,11754,332,0.028245703590267145,0
424830,8670,388,0.0447520184544406,2
424848,3557,179,0.05032330615687377,7
424861,11869,395,0.03327997303900918,0
424872,7296,227,0.031112938596491228,0
424880,7472,561,0.07508029978586724,0
424908,2586,220,0.08507347254447023,0
424926,10244,317,0.030944943381491605,0
424927,4749,324,0.06822488945041061,0
424948,5075,299,0.05891625615763547,0
424950,4788,217,0.04532163742690058,0
425027,8071,255,0.03159459794325362,0
425077,6589,223,0.033844285931097284,0
425108,23468,911,0.03881881711266405,5
425118,5135,143,0.027848101265822784,0
425152,10251,382,0.037264657106623744,7
425216,11271,447,0.03965930263508118,0
425253,5900,241,0.040847457627118645,7
425283,9130,476,0.05213581599123768,7
425285,10128,463,0.04571484992101106,7
425326,9376,501,0.053434300341296925,7
425362,6893,295,0.04279704047584506,7
425492,8505,455,0.053497942386831275,2
425493,7273,401,0.0551354324212842,2
425518,5845,329,0.0562874251497006,2
425539,7430,417,0.05612382234185734,2
425643,13835,877,0.06338995301770871,0
425656,15488,1132,0.07308884297520661,5
425669,39521,1685,0.04263556084107183,5
425679,35417,1656,0.046757206990993026,5
425694,8048,354,0.043986083499005964,0
425708,49236,2551,0.05181168250873345,2
425712,5660,209,0.036925795053003536,0
425720,31166,2461,0.07896425591991273,2
425721,17471,920,0.052658691545990496,2
425725,2775,154,0.0554954954954955,2
425735,13490,810,0.060044477390659746,2
425745,7729,623,0.08060551170914737,5
425796,9523,600,0.0630053554552137,2
425797,15937,1532,0.09612850599234486,2
425862,31535,1223,0.03878230537498018,2
425871,33893,1068,0.03151093146077361,7
425875,7030,357,0.050782361308677096,2
425883,10014,622,0.06211304174156181,2
425887,140981,4794,0.034004582177740265,7
425889,10680,850,0.07958801498127341,2
425898,68389,3681,0.05382444545175394,7
425906,52745,2136,0.04049672954782444,7
426042,22623,1805,0.07978605843610485,0
426181,5068,596,0.11760063141278611,1
426363,29652,1196,0.04033454741670039,0
426473,68901,3271,0.04747391184453056,5
426591,116627,12688,0.10879127474769994,2
426593,18431,1023,0.055504313385057784,7
426626,20908,938,0.04486321025444806,0
426644,75543,2966,0.039262406841136833,7
426650,6029,295,0.048930170840935476,7
426654,8465,945,0.11163614884819846,7
426662,47001,3722,0.07918980447224527,7
426673,8563,403,0.04706294522947565,7
426687,12400,757,0.061048387096774195,7
426694,19806,944,0.04766232454811673,7
426700,36448,2146,0.058878402107111504,7
426716,4942,430,0.08700930797248077,7
426725,10333,647,0.06261492306203426,7
426740,5607,274,0.04886748706973426,7
426768,6812,1064,0.15619495008807985,0
426776,10923,546,0.04998626750892612,7
426794,10817,1682,0.1554959785522788,0
426804,6533,363,0.05556405939078524,7
426833,45871,2519,0.05491486996141353,7
426834,15649,1118,0.07144226468144929,7
426835,9913,465,0.046908100474124886,7
426838,12492,1308,0.10470701248799232,0
426856,7675,442,0.05758957654723127,7
426870,9128,338,0.03702892199824715,7
426872,8215,317,0.03858794887401096,7
426879,9651,555,0.05750699409387628,7
426888,59973,1740,0.029013055875143814,7
426891,45812,1744,0.0380686283069938,5
426908,16298,600,0.03681433304699963,5
426933,12600,515,0.040873015873015874,5
426946,14563,948,0.0650964773741674,5
426953,11105,1933,0.1740657361548852,0
426970,30001,826,0.02753241558614713,5
426982,39702,1394,0.035111581280540025,7
427000,6640,213,0.032078313253012046,5
427004,46133,5236,0.11349792989833742,7
427019,15704,1004,0.06393275598573611,7
427134,13279,1065,0.08020182242638753,7
427515,7398,625,0.08448229251148959,0
427566,22624,1407,0.06219059405940594,7
427624,26204,1319,0.0503358265913601,7
427895,45092,4598,0.10196930719418079,0
428704,3139,200,0.06371455877668047,0
428710,3138,276,0.08795411089866156,0
428778,12251,1027,0.08382989143743368,0
428793,5935,186,0.03133951137320977,7
428876,8562,559,0.06528848399906564,7
428903,6056,445,0.07348084544253633,7
428904,51928,2561,0.04931828685872747,2
428908,18445,925,0.050149091894822445,2
428918,14082,750,0.05325948018747337,2
428925,17190,1759,0.10232693426410704,2
428937,33060,1197,0.03620689655172414,2
428942,5769,266,0.04610851100710695,3
428950,7636,346,0.045311681508643266,2
428964,17524,927,0.05289888153389637,7
428988,24748,1100,0.044448036204945855,7
429011,67306,3142,0.046682316583959826,3
429046,20582,951,0.04620542221358469,7
429062,15223,692,0.045457531367010445,7
429079,18889,693,0.03668801948223834,3
429086,12280,1074,0.08745928338762216,0
429091,53568,1786,0.03334080047789725,3
429107,14567,521,0.03576577195029862,3
429120,33133,3345,0.10095675006790812,3
429134,11534,549,0.04759840471649038,3
429135,27785,1230,0.044268490192549935,3
429144,33600,859,0.02556547619047619,3
429159,7634,193,0.02528163479172125,3
429350,5940,239,0.040235690235690236,3
429356,12345,652,0.052814904819765085,3
429393,7192,217,0.03017241379310345,3
429398,4896,244,0.049836601307189546,3
429435,13671,597,0.04366908053543998,0
429486,8424,343,0.04071699905033238,3
429487,20102,1276,0.06347627101780917,0
429517,6295,261,0.0414614773629865,3
429526,8985,340,0.037840845854201444,2
429536,74230,3531,0.047568368584130404,7
429595,9024,899,0.09962322695035461,0
429596,30984,1543,0.0497998967208882,3
429612,7768,365,0.04698764160659114,0
429622,212802,7859,0.03693104388116653,5
429640,10970,565,0.05150410209662717,0
429649,129548,6492,0.05011269953993886,5
429677,5411,238,0.04398447606727038,0
429682,8073,672,0.08324043106651802,0
429724,8193,373,0.04552666910777493,0
429728,9742,414,0.04249640730856087,5
429729,44697,2470,0.05526097948408171,5
429732,34273,1762,0.05141073147959035,3
429737,17660,1502,0.08505096262740656,2
429744,16260,1239,0.07619926199261992,3
429760,9293,375,0.04035295383622081,3
429793,3951,622,0.15742849911414833,1
429796,11362,574,0.05051927477556768,7
429807,8192,332,0.04052734375,3
429809,8279,580,0.07005677014132142,7
429817,134113,6019,0.04488006382677295,5
429861,33638,2025,0.06019977406504549,7
429944,6297,290,0.04605367635381928,7
429968,8376,345,0.041189111747851004,7
430004,7884,588,0.0745814307458143,5
430218,9917,553,0.055762831501462135,7
430337,21226,3102,0.14614152454536888,0
430378,26571,1897,0.07139362462835422,5
430434,23559,827,0.035103357527908656,7
430441,7298,668,0.0915319265552206,2
430445,19500,1243,0.06374358974358975,5
430477,23424,1726,0.07368510928961748,2
430515,9657,769,0.07963135549342445,2
430516,44567,4484,0.10061256086341912,2
430598,10289,883,0.08581980756147342,2
430605,5727,240,0.041906757464641176,7
430618,8157,375,0.04597278411180581,7
430631,6007,212,0.03529215914766106,5
430632,20446,909,0.044458573804167074,7
430640,15770,725,0.04597336715282181,0
430643,42416,3718,0.08765560165975103,2
